# 异体字 → 通行繁体正字（语义层映射，仅供语言模型与阅读辅助）
# 格式：异体字<TAB>正字。字形层标签永远保留精确异体字形，绝不按此表合并。
# 种子条目：随人工审查确认逐步扩充。
为	爲
為	爲
逰	遊
游	遊
効	效
畫	畫
无	無
迴	回
廻	回
囬	回
# 註→注 已删（2026-09-06）：整理本 註 526 / 注 748，两个字都在用且分工明确
#（注解/注出 用「注」，註冊/分註 用「註」）。归一到「注」会让管线按 preferred 一律
# 写「註」，整理本印「注」的 60 个字位有 58 个卡在人审（97%），而「註」只有 28%。
# 这条边来自简繁映射表（kSimplifiedVariant 等），不是本书的刻本异体关系。
彚	彙
卽	即
厯	歷
㫖	旨
𨽾	隸
櫽	檃
啟	啓
