# 形近对表 v1（2026-09-22）。对象：现役 CNN 类表 4654 类。判据：(a) IDS 关系（同结构只差一槽 slot / 同部件异布局 layout）且字体模板 embedding 余弦 ≥ 0.945；(b) 任意两类字体模板余弦 ≥ 0.955（visual，含独体）。余弦来自 r5 主干 171dafe12f59 对 fonts/ 全部字体（49a4dcab1818）渲染均值；IDS 词表 1b4e652f5be9。标定：諭/論 .958 己/巳 .947 日/曰 .961 王/玉 .960 士/土 .975 戌/戍 .961 侯/候 .961；湄/潰 .937 泌/湖 .909 被 (a) 挡在外。随机类对 p50/p99 = .924/.944。
# 用途：形近靶子抽样、训练硬负例批采样、审字卡片提示「存在形近字 X，差在 R 槽 俞/侖」。**不进放行**。
a	b	kind	cos	detail
綺	繚	slot	0.9465	⿰:R:尞/奇
妃	姑	slot	0.9465	⿰:R:古/己
朽	𣕕	slot	0.9465	⿰:R:丂/臼工
燭	蠲	slot	0.9465	⿰:L:火/益
惓	憐	slot	0.9465	⿰:R:粦/卷
塵	壁	slot	0.9465	⿱:T:辟/鹿
喩	榆	slot	0.9465	⿰:L:木/口
探	撲	slot	0.9465	⿰:R:菐/罙
飽	館	slot	0.9465	⿰:R:包/官
深	溧	slot	0.9465	⿰:R:栗/罙
姆	嫚	slot	0.9465	⿰:R:母/曼
板	柢	slot	0.9465	⿰:R:氐/反
簋	簔	slot	0.9465	⿱:B:衣廿一/艮皿
勅	勦	slot	0.9464	⿰:L:束/巢
洋	津	slot	0.9464	⿰:R:聿/羊
垣	恒	slot	0.9464	⿰:L:土/忄
䃾	祈	slot	0.9464	⿰:R:比/斤
稜	陵	slot	0.9464	⿰:L:阝/禾
杓	梅	slot	0.9464	⿰:R:勺/每
幄	幗	slot	0.9464	⿰:R:屋/國
握	撮	slot	0.9464	⿰:R:屋/最
撿	擲	slot	0.9464	⿰:R:僉/奠阝
煞	黑	slot	0.9464	⿱:T:丄囗丷一/刍攵
蕪	蘅	slot	0.9464	⿱:B:彳⺈田大亍/無
傋	僅	slot	0.9464	⿰:R:堇/冓
軸	輈	slot	0.9464	⿰:R:舟/由
渠	集	slot	0.9464	⿱:T:氵巨/隹
騶	驟	slot	0.9464	⿰:R:芻/聚
陷	隆	slot	0.9464	⿰:R:夂一生/臽
諧	謂	slot	0.9464	⿰:R:胃/皆
顧	顯	slot	0.9464	⿰:L:㬎/户隹
㩁	據	slot	0.9464	⿰:R:豦/宀隹
鋒	錟	slot	0.9464	⿰:R:夆/炎
昊	晨	slot	0.9464	⿱:B:天/辰
甾	畜	slot	0.9464	⿱:T:玄/巛
頓	頡	slot	0.9464	⿰:L:吉/屯
頌	類	slot	0.9464	⿰:L:公/米犬
幐	胸	slot	0.9464	⿰:R:匈/龹巾
帖	幛	slot	0.9464	⿰:R:章/占
詛	詡	slot	0.9464	⿰:R:且/羽
訂	詞	slot	0.9464	⿰:R:丁/司
搏	據	slot	0.9464	⿰:R:豦/尃
財	賤	slot	0.9464	⿰:R:戔/才
伸	俚	slot	0.9464	⿰:R:申/里
他	伸	slot	0.9464	⿰:R:申/也
收	敗	slot	0.9464	⿰:L:丩/貝
待	徙	slot	0.9464	⿰:R:寺/止龰
種	穗	slot	0.9464	⿰:R:惠/重
殯	濱	slot	0.9464	⿰:L:氵/歹
官	宦	slot	0.9464	⿱:B:臣/㠯
性	恃	slot	0.9464	⿰:R:生/寺
笥	筍	slot	0.9464	⿱:B:旬/司
恂	惰	slot	0.9464	⿰:R:𲺋/旬
柟	槨	slot	0.9464	⿰:R:冉/郭
嫓	嬛	slot	0.9464	⿰:R:⺈冈比/睘
苗	莒	slot	0.9464	⿱:B:吕/田
纓	𫃟	slot	0.9464	⿰:R:嬰/未
窌	窻	slot	0.9464	⿱:B:卯/悤
㩁	插	slot	0.9464	⿰:R:臿/宀隹
談	謬	slot	0.9464	⿰:R:炎/翏
惟	憎	slot	0.9464	⿰:R:曾/隹
擇	鐸	slot	0.9464	⿰:L:扌/金
卞	方	slot	0.9464	⿱:B:勹/卜
携	摸	slot	0.9464	⿰:R:莫/隹乃
綅	縗	slot	0.9464	⿰:R:𠬶/衣口一
絕	繒	slot	0.9464	⿰:R:色/曾
揜	撓	slot	0.9464	⿰:R:弇/堯
証	誦	slot	0.9464	⿰:R:正/甬
滁	潧	slot	0.9464	⿰:R:曾/阝余
彼	陂	slot	0.9464	⿰:L:彳/阝
萼	薦	slot	0.9464	⿱:B:廌/咢
欺	歐	slot	0.9464	⿰:L:區/其
菁	𮑮	slot	0.9464	⿱:B:氵隻/青
掏	揭	slot	0.9464	⿰:R:曷/匋
宴	寫	slot	0.9464	⿱:B:日女/臼勹灬
荼	蓁	slot	0.9464	⿱:B:秦/余
輤	輶	slot	0.9464	⿰:R:酋/青
研	碎	slot	0.9464	⿰:R:卒/开
祏	祠	slot	0.9464	⿰:R:司/石
勒	勦	slot	0.9464	⿰:L:巢/革
播	擢	slot	0.9464	⿰:R:翟/番
萱	蕒	slot	0.9464	⿱:B:買/宣
嶓	璠	slot	0.9464	⿰:L:山/王
滌	濮	slot	0.9464	⿰:R:條/僕
悟	晤	slot	0.9464	⿰:L:日/忄
牲	牴	slot	0.9464	⿰:R:生/氐
吠	味	slot	0.9464	⿰:R:未/犬
鴟	鵲	slot	0.9464	⿰:L:昔/氐
稼	穜	slot	0.9464	⿰:R:家/童
拆	採	slot	0.9464	⿰:R:采/斥
筵	簽	slot	0.9464	⿱:B:僉/延
計	註	slot	0.9464	⿰:R:主/十
睽	矇	slot	0.9464	⿰:R:癸/蒙
箭	節	slot	0.9464	⿱:B:前/即
藜	𧃲	slot	0.9464	⿱:B:黎/麻米
累	綦	slot	0.9464	⿱:T:其/田
彼	被	slot	0.9464	⿰:L:彳/衤
祓	祧	slot	0.9464	⿰:R:犮/兆
掄	掩	slot	0.9464	⿰:R:侖/奄
阡	降	slot	0.9464	⿰:R:千/夅
狁	狥	slot	0.9464	⿰:R:允/旬
後	徯	slot	0.9464	⿰:R:奚/幺夊
俱	傷	slot	0.9464	⿰:R:具/𬀷
緆	編	slot	0.9464	⿰:R:易/扁
殯	飱	slot	0.9464	⿰:R:賓/食
棧	醆	slot	0.9464	⿰:L:木/酉
綏	經	slot	0.9464	⿰:R:巠/妥
憬	懾	slot	0.9464	⿰:R:景/聶
淚	渥	slot	0.9464	⿰:R:屋/戾
棼	楚	slot	0.9464	⿱:B:疋/分
拒	距	slot	0.9464	⿰:L:扌/𧾷
簔	簟	slot	0.9464	⿱:B:衣廿一/覃
迤	邇	slot	0.9464	⿺:I:㐌/爾
鐔	鐘	slot	0.9464	⿰:R:覃/童
往	律	slot	0.9464	⿰:R:聿/主
等	簀	slot	0.9464	⿱:B:寺/責
妨	姒	slot	0.9464	⿰:R:方/以
似	何	slot	0.9464	⿰:R:以/可
回	日	slot	0.9464	⿴:I:口/一
斯	齗	slot	0.9464	⿰:L:齒/其
緒	縮	slot	0.9464	⿰:R:者/宿
碍	碑	slot	0.9464	⿰:R:卑/㝵
硏	碎	slot	0.9464	⿰:R:卒/幵
逞	逹	slot	0.9464	⿺:I:呈/幸
推	淮	slot	0.9464	⿰:L:氵/扌
附	除	slot	0.9464	⿰:R:余/付
紺	緗	slot	0.9464	⿰:R:甘/相
軸	輯	slot	0.9464	⿰:R:咠/由
睆	睽	slot	0.9464	⿰:R:癸/完
紜	綅	slot	0.9464	⿰:R:云/𠬶
佑	祐	slot	0.9464	⿰:L:亻/示
猶	蝤	slot	0.9464	⿰:L:犭/虫
堰	墀	slot	0.9464	⿰:R:匽/犀
濂	瀍	slot	0.9464	⿰:R:廉/广里八土
徤	徭	slot	0.9464	⿰:R:䍃/建
陶	際	slot	0.9464	⿰:R:匋/祭
總	繸	slot	0.9464	⿰:R:悤/遂
紡	訪	slot	0.9464	⿰:L:言/糸
紂	綺	slot	0.9464	⿰:R:寸/奇
輢	轕	slot	0.9464	⿰:R:奇/葛
窅	窠	slot	0.9464	⿱:B:果/目
源	𣵠	slot	0.9464	⿰:R:豕/原
牾	犢	slot	0.9464	⿰:R:吾/賣
四	日	slot	0.9464	⿴:I:一/儿
荏	𦯳	slot	0.9464	⿱:B:任/分廾
槩	築	slot	0.9464	⿱:T:皀旡/𥫗巩
㳿	溧	slot	0.9464	⿰:R:栗/𣏋
刻	剗	slot	0.9464	⿰:L:亥/戔
梭	檢	slot	0.9464	⿰:R:夋/僉
鋪	鍼	slot	0.9464	⿰:R:咸/甫
鉅	錐	slot	0.9464	⿰:R:巨/隹
稔	稚	slot	0.9464	⿰:R:隹/念
耑	需	slot	0.9464	⿱:T:雨/山
惓	惟	slot	0.9464	⿰:R:隹/卷
返	𮞉	slot	0.9464	⿺:I:冂巳/反
賸	贋	slot	0.9464	⿸:O:厂亻隹/月龹
隘	隧	slot	0.9464	⿰:R:益/遂
薰	蘩	slot	0.9464	⿱:B:敏糸/熏
服	脂	slot	0.9464	⿰:R:旨/卩又
杖	梗	slot	0.9464	⿰:R:丈/更
佛	儆	slot	0.9464	⿰:R:弗/敬
蓡	蘿	slot	0.9464	⿱:B:羅/氵𠬶
鉶	錮	slot	0.9464	⿰:R:刑/固
䟽	跖	slot	0.9464	⿰:R:石/㐬
院	陶	slot	0.9464	⿰:R:匋/完
澔	濫	slot	0.9464	⿰:R:白告/監
飢	飶	slot	0.9464	⿰:R:必/几
銖	錟	slot	0.9464	⿰:R:炎/朱
涇	𤄊	slot	0.9464	⿰:R:巠/厂墨
雯	霆	slot	0.9464	⿱:B:廷/文
荀	葑	slot	0.9464	⿱:B:封/旬
梠	𣕕	slot	0.9464	⿰:R:吕/臼工
絢	綸	slot	0.9464	⿰:R:侖/旬
樂	𣙗	slot	0.9464	⿱:T:執/𢆶白
括	据	slot	0.9464	⿰:R:居/舌
詔	諡	slot	0.9464	⿰:R:召/兮皿
綫	𫃟	slot	0.9464	⿰:R:戔/未
閩	闡	slot	0.9464	⿵:I:單/虫
葵	蓡	slot	0.9464	⿱:B:癸/氵𠬶
畧	胃	slot	0.9464	⿱:B:各/⺼
于	天	slot	0.9464	⿱:B:大/亅一
志	悉	slot	0.9464	⿱:T:釆/士
祉	祕	slot	0.9464	⿰:R:止/必
謁	謳	slot	0.9464	⿰:R:曷/區
雹	電	slot	0.9464	⿱:B:乚日/包
訛	誑	slot	0.9464	⿰:R:化/狂
放	旋	slot	0.9464	⿰:R:攵/𠂉疋
趙	趨	slot	0.9464	⿺:I:肖/芻
破	礲	slot	0.9464	⿰:R:皮/龍
訾	誓	slot	0.9464	⿱:T:折/此
球	瑮	slot	0.9464	⿰:R:求/栗
謝	讞	slot	0.9464	⿰:R:獻/射
填	壞	slot	0.9464	⿰:R:褱/真
泌	秘	slot	0.9463	⿰:L:氵/禾
䃾	禎	slot	0.9463	⿰:R:比/貞
珂	訶	slot	0.9463	⿰:L:王/言
株	榛	slot	0.9463	⿰:R:秦/朱
隣	鱗	slot	0.9463	⿰:L:魚/阝
鮮	鯤	slot	0.9463	⿰:R:昆/羊
確	礎	slot	0.9463	⿰:R:隺/楚
逼	遏	slot	0.9463	⿺:I:畐/曷
揚	援	slot	0.9463	⿰:R:爰/昜
熾	燬	slot	0.9463	⿰:R:臼工殳/戠
梅	榔	slot	0.9463	⿰:R:每/郎
洩	𣵠	slot	0.9463	⿰:R:豕/曳
照	熊	slot	0.9463	⿱:T:日召/能
投	按	slot	0.9463	⿰:R:殳/安
神	祠	slot	0.9463	⿰:R:司/申
悔	憮	slot	0.9463	⿰:R:無/每
綈	練	slot	0.9463	⿰:R:弟/柬
悔	惺	slot	0.9463	⿰:R:星/每
筏	籛	slot	0.9463	⿱:B:金戔/伐
菴	𮑮	slot	0.9463	⿱:B:奄/氵隻
并	首	slot	0.9463	⿱:B:廾/自
各	吞	slot	0.9463	⿱:T:夂/天
簀	𥳽	slot	0.9463	⿱:B:責/其欠
圻	祈	slot	0.9463	⿰:L:土/示
牡	牱	slot	0.9463	⿰:R:可/土
荼	𦯳	slot	0.9463	⿱:B:余/分廾
四	田	slot	0.9463	⿴:I:十/儿
踊	踰	slot	0.9463	⿰:R:俞/甬
妨	嫓	slot	0.9463	⿰:R:方/⺈冈比
涂	涘	slot	0.9463	⿰:R:矣/余
紒	𫃟	slot	0.9463	⿰:R:介/未
美	義	slot	0.9463	⿱:B:我/大
梧	楛	slot	0.9463	⿰:R:苦/吾
侯	倭	slot	0.9463	⿰:R:委/ユ矢
倚	綺	slot	0.9463	⿰:L:亻/糸
仍	倶	slot	0.9463	⿰:R:具/乃
授	搜	slot	0.9463	⿰:R:叟/受
信	借	slot	0.9463	⿰:R:昔/言
狂	狐	slot	0.9463	⿰:R:王/瓜
祕	禭	slot	0.9463	⿰:R:必/遂
橘	檇	slot	0.9463	⿰:R:雋/矞
克	兌	slot	0.9463	⿱:T:㕣/古
滌	𤄊	slot	0.9463	⿰:R:條/厂墨
柳	槐	slot	0.9463	⿰:R:鬼/卯
滴	瀹	slot	0.9463	⿰:R:啇/龠
述	𨓜	slot	0.9463	⿺:I:免/术
兜	見	slot	0.9463	⿱:T:目/#(丿𠃊)白コ
搆	摶	slot	0.9463	⿰:R:專/冓
楛	楮	slot	0.9463	⿰:R:苦/者
船	鉛	slot	0.9463	⿰:L:舟/金
繕	繙	slot	0.9463	⿰:R:善/番
抝	擲	slot	0.9463	⿰:R:幺𠃌/奠阝
誡	諫	slot	0.9463	⿰:R:柬/戒
較	輓	slot	0.9463	⿰:R:交/免
阡	障	slot	0.9463	⿰:R:千/章
䟽	跗	slot	0.9463	⿰:R:㐬/付
㸁	𤊹	slot	0.9463	⿰:R:業/孛力
胸	脉	slot	0.9463	⿰:R:匈/永
瀾	灑	slot	0.9463	⿰:R:麗/闌
种	稍	slot	0.9463	⿰:R:肖/中
禓	禨	slot	0.9463	⿰:R:幾/昜
呆	栗	slot	0.9463	⿱:T:覀/口
渫	𤄊	slot	0.9463	⿰:R:枼/厂墨
綺	𫃟	slot	0.9463	⿰:R:未/奇
苞	葱	slot	0.9463	⿱:B:怱/包
璸	璿	slot	0.9463	⿰:R:賓/𣦵八人目
研	磵	slot	0.9463	⿰:R:間/开
梗	標	slot	0.9463	⿰:R:更/票
惇	懐	slot	0.9463	⿰:R:亠罒衣/享
昂	易	slot	0.9463	⿱:B:卬/勿
鮪	鱓	slot	0.9463	⿰:R:有/單
貉	貊	slot	0.9463	⿰:R:各/百
註	𪐴	slot	0.9463	⿰:L:黑/言
彬	桁	slot	0.9463	⿰:R:木彡/行
殛	殮	slot	0.9463	⿰:R:僉/亟
藉	𧃲	slot	0.9463	⿱:B:耒昔/麻米
禭	禰	slot	0.9463	⿰:R:遂/爾
滌	澹	slot	0.9463	⿰:R:詹/條
俾	脾	slot	0.9463	⿰:L:月/亻
枘	楠	slot	0.9463	⿰:R:南/内
郜	鄙	slot	0.9463	⿰:L:口㐭/告
役	得	slot	0.9463	⿰:R:㝵/殳
妾	委	slot	0.9463	⿱:T:禾/立
郢	鄞	slot	0.9463	⿰:L:呈/堇
蔡	藥	slot	0.9463	⿱:B:祭/樂
倬	停	slot	0.9463	⿰:R:卓/亭
肫	脉	slot	0.9463	⿰:R:屯/永
躬	軀	slot	0.9463	⿰:R:區/弓
檀	𣕕	slot	0.9463	⿰:R:亶/臼工
何	佩	slot	0.9463	⿰:R:可/几帀
祖	禂	slot	0.9463	⿰:R:周/且
腴	諛	slot	0.9463	⿰:L:言/月
㮚	築	slot	0.9463	⿱:T:𥫗巩/⺊囗仌
僧	增	slot	0.9463	⿰:L:亻/土
後	徐	slot	0.9463	⿰:R:余/幺夊
況	湜	slot	0.9463	⿰:R:兄/是
諸	謠	slot	0.9463	⿰:R:䍃/者
洚	𣵠	slot	0.9463	⿰:R:豕/夅
錐	難	slot	0.9463	⿰:L:𦰩/金
譏	護	slot	0.9463	⿰:R:蒦/幾
鋌	鐙	slot	0.9463	⿰:R:登/廷
狥	猪	slot	0.9463	⿰:R:旬/者
杼	𣕕	slot	0.9463	⿰:R:臼工/予
飽	餼	slot	0.9463	⿰:R:氣/包
篁	簔	slot	0.9463	⿱:B:衣廿一/皇
仍	伊	slot	0.9463	⿰:R:尹/乃
醜	醢	slot	0.9463	⿰:R:右皿/鬼
鐫	鑄	slot	0.9463	⿰:R:雋/壽
縕	繼	slot	0.9463	⿰:R:昷/𠃊𢆶一𢆶
巧	項	slot	0.9463	⿰:R:頁/丂
絺	縮	slot	0.9463	⿰:R:宿/希
兄	品	slot	0.9463	⿱:B:吅/儿
戾	扉	slot	0.9463	⿸:I:犬/非
謂	譜	slot	0.9463	⿰:R:普/胃
達	遠	slot	0.9463	⿺:I:袁/土羊
簡	籕	slot	0.9463	⿱:B:木留/間
迢	追	slot	0.9463	⿺:I:召/𠂤
楹	𣕕	slot	0.9463	⿰:R:盈/臼工
捫	撒	slot	0.9463	⿰:R:散/門
大	失	slot	0.9463	⿻:B:𠂉一/一
筩	𥳽	slot	0.9463	⿱:B:甬/其欠
蝀	螂	slot	0.9463	⿰:R:東/郎
婦	嫡	slot	0.9463	⿰:R:帚/啇
僧	儕	slot	0.9463	⿰:R:曾/齊
欽	錄	slot	0.9463	⿰:R:欠/彔
膾	謄	slot	0.9463	⿰:R:會/龹言
觚	解	slot	0.9463	⿰:R:刀牛/瓜
蒹	藉	slot	0.9463	⿱:B:耒昔/兼
璫	瓘	slot	0.9463	⿰:R:雚/當
渚	𣻎	slot	0.9463	⿰:R:者/丶冖元攵
櫟	𣕕	slot	0.9463	⿰:R:樂/臼工
祟	禁	slot	0.9463	⿱:T:出/林
拘	掄	slot	0.9463	⿰:R:侖/句
禓	陽	slot	0.9463	⿰:L:示/阝
萱	𧃲	slot	0.9463	⿱:B:麻米/宣
滌	灤	slot	0.9463	⿰:R:條/䜌木
淳	醇	slot	0.9463	⿰:L:氵/酉
郅	郊	slot	0.9463	⿰:L:交/至
蝀	蝙	slot	0.9463	⿰:R:東/扁
峰	嶂	slot	0.9463	⿰:R:夆/章
窻	窽	slot	0.9463	⿱:B:𠤕欠/悤
帽	幨	slot	0.9463	⿰:R:冒/詹
玗	玩	slot	0.9463	⿰:R:元/于
耶	郎	slot	0.9463	⿰:L:耳/丶𢀳丶
杓	桷	slot	0.9463	⿰:R:勺/角
旻	晃	slot	0.9463	⿱:B:光/文
酬	醉	slot	0.9463	⿰:R:州/卒
涗	稅	slot	0.9463	⿰:L:氵/禾
財	賄	slot	0.9463	⿰:R:有/才
鈿	銅	slot	0.9463	⿰:R:同/田
聞	闐	slot	0.9463	⿵:I:真/耳
蔮	𧃲	slot	0.9463	⿱:B:國/麻米
諺	讀	slot	0.9463	⿰:R:彦/賣
投	挺	slot	0.9463	⿰:R:廷/殳
浮	𮬻	slot	0.9463	⿰:L:鳥/氵
蛉	蟬	slot	0.9463	⿰:R:令/單
拒	鉅	slot	0.9463	⿰:L:扌/金
遞	𨓜	slot	0.9463	⿺:I:免/虒
僞	價	slot	0.9463	⿰:R:覀貝/爲
萊	葇	slot	0.9463	⿱:B:來/柔
憬	憶	slot	0.9463	⿰:R:景/意
和	種	slot	0.9463	⿰:R:口/重
耿	聃	slot	0.9463	⿰:R:冉/火
蔡	藴	slot	0.9463	⿱:B:祭/糸昷
枋	防	slot	0.9463	⿰:L:阝/木
嫌	嫓	slot	0.9463	⿰:R:兼/⺈冈比
征	循	slot	0.9463	⿰:R:盾/正
鈔	鉞	slot	0.9463	⿰:R:少/戉
軸	輪	slot	0.9463	⿰:R:侖/由
昌	曷	slot	0.9463	⿱:B:勹亾/日
渥	𤄊	slot	0.9463	⿰:R:屋/厂墨
古	名	slot	0.9462	⿱:T:夕/十
醍	醢	slot	0.9462	⿰:R:右皿/是
詈	譽	slot	0.9462	⿱:T:罒/與
苐	葉	slot	0.9462	⿱:B:枼/弔丿
虐	鬳	slot	0.9462	⿸:I:匚一/鬲
媿	嫏	slot	0.9462	⿰:R:鬼/郎
銑	鋌	slot	0.9462	⿰:R:先/廷
絘	總	slot	0.9462	⿰:R:悤/次
旱	旻	slot	0.9462	⿱:B:文/干
篇	簡	slot	0.9462	⿱:B:扁/間
撓	撲	slot	0.9462	⿰:R:菐/堯
糾	組	slot	0.9462	⿰:R:且/丩
荀	菊	slot	0.9462	⿱:B:匊/旬
抝	提	slot	0.9462	⿰:R:幺𠃌/是
捥	揀	slot	0.9462	⿰:R:柬/宛
灼	炫	slot	0.9462	⿰:R:勺/玄
帷	幛	slot	0.9462	⿰:R:章/隹
踵	躋	slot	0.9462	⿰:R:重/齊
棼	焚	slot	0.9462	⿱:B:分/火
誇	證	slot	0.9462	⿰:R:登/夸
捧	擇	slot	0.9462	⿰:R:睪/奉
汜	況	slot	0.9462	⿰:R:巳/兄
根	狠	slot	0.9462	⿰:L:木/犭
禨	禰	slot	0.9462	⿰:R:幾/爾
褕	襭	slot	0.9462	⿰:R:吉頁/俞
澥	濰	slot	0.9462	⿰:R:解/糸隹
蓼	蔡	slot	0.9462	⿱:B:翏/祭
伯	僧	slot	0.9462	⿰:R:曾/白
廓	廪	slot	0.9462	⿸:I:郭/㐭示
恪	輅	slot	0.9462	⿰:L:車/忄
枚	梭	slot	0.9462	⿰:R:攵/夋
沱	泣	slot	0.9462	⿰:R:立/它
樛	鏐	slot	0.9462	⿰:L:木/金
佛	倣	slot	0.9462	⿰:R:弗/放
騁	驤	slot	0.9462	⿰:R:甹/襄
涇	溪	slot	0.9462	⿰:R:巠/奚
鯀	鱐	slot	0.9462	⿰:R:肅/系
殺	毅	slot	0.9462	⿰:L:亠㒸/杀
桀	榘	slot	0.9462	⿱:T:舛/矢巨
撮	擾	slot	0.9462	⿰:R:憂/最
絲	締	slot	0.9462	⿰:R:糸/帝
閽	闈	slot	0.9462	⿵:I:韋/昏
銷	錚	slot	0.9462	⿰:R:争/肖
俗	僣	slot	0.9462	⿰:R:替/谷
祓	禆	slot	0.9462	⿰:R:犮/卑
昭	紹	slot	0.9462	⿰:L:糸/日
刻	剟	slot	0.9462	⿰:L:亥/叕
窺	窽	slot	0.9462	⿱:B:𠤕欠/夫見
娑	要	slot	0.9462	⿱:T:沙/覀
蛇	蠙	slot	0.9462	⿰:R:它/賓
鉅	銀	slot	0.9462	⿰:R:巨/艮
枝	枯	slot	0.9462	⿰:R:古/支
禍	禫	slot	0.9462	⿰:R:咼/覃
淡	漆	slot	0.9462	⿰:R:木𱥯/炎
取	奴	slot	0.9462	⿰:L:耳/女
枌	柳	slot	0.9462	⿰:R:分/卯
抱	掏	slot	0.9462	⿰:R:包/匋
議	讓	slot	0.9462	⿰:R:義/襄
旱	星	slot	0.9462	⿱:B:生/干
邯	郡	slot	0.9462	⿰:L:君/甘
宸	寢	slot	0.9462	⿱:B:辰/爿𠬶
陟	陽	slot	0.9462	⿰:R:步/昜
蚪	蝌	slot	0.9462	⿰:R:斗/禾斗
椓	樛	slot	0.9462	⿰:R:翏/豖
移	稽	slot	0.9462	⿰:R:多/尤旨
瞭	矇	slot	0.9462	⿰:R:尞/蒙
洛	漈	slot	0.9462	⿰:R:各/祭
䟽	躍	slot	0.9462	⿰:R:㐬/翟
論	謳	slot	0.9462	⿰:R:侖/區
笑	筌	slot	0.9462	⿱:B:全/夭
途	遂	slot	0.9462	⿺:I:余/㒸
襍	襟	slot	0.9462	⿰:R:禁/集
褒	褻	slot	0.9462	⿴:I:保/埶
弛	彊	slot	0.9462	⿰:R:畺/也
旅	旌	slot	0.9462	⿸:I:生/𧘇
侃	俱	slot	0.9462	⿰:R:具/口𫶧
汀	汗	slot	0.9462	⿰:R:丁/干
醓	醮	slot	0.9462	⿰:R:冘皿/焦
謐	譎	slot	0.9462	⿰:R:矞/必皿
臭	臯	slot	0.9462	⿱:B:犬/氺一
漈	漾	slot	0.9462	⿰:R:𦍌永/祭
殘	醆	slot	0.9462	⿰:L:歹/酉
溪	滛	slot	0.9462	⿰:R:奚/䍃
起	越	slot	0.9462	⿺:I:戉/己
架	梁	slot	0.9462	⿱:T:氵刃丶/加
楮	構	slot	0.9462	⿰:R:者/冓
閱	閹	slot	0.9462	⿵:I:奄/兑
涉	澁	slot	0.9462	⿰:R:歮/步
譯	鐸	slot	0.9462	⿰:L:金/言
雒	雝	slot	0.9462	⿰:L:邕/各
線	練	slot	0.9462	⿰:R:泉/柬
悼	懐	slot	0.9462	⿰:R:亠罒衣/卓
淫	深	slot	0.9462	⿰:R:㸒/罙
傋	搆	slot	0.9462	⿰:L:亻/扌
疫	痕	slot	0.9462	⿸:I:艮/殳
睢	雅	slot	0.9462	⿰:L:牙/目
䟽	跳	slot	0.9462	⿰:R:㐬/兆
祖	禖	slot	0.9462	⿰:R:某/且
沌	洓	slot	0.9462	⿰:R:朿/屯
崙	耑	slot	0.9462	⿱:B:侖/而
許	誅	slot	0.9462	⿰:R:朱/午
裧	褖	slot	0.9462	⿰:R:彖/炎
閉	閔	slot	0.9462	⿵:I:文/才
病	痛	slot	0.9462	⿸:I:甬/丙
芑	莒	slot	0.9462	⿱:B:吕/己
餌	饎	slot	0.9462	⿰:R:喜/耳
遞	遽	slot	0.9462	⿺:I:豦/虒
語	諸	slot	0.9462	⿰:R:者/吾
瑢	璲	slot	0.9462	⿰:R:遂/容
蒜	𮑮	slot	0.9462	⿱:B:示示/氵隻
燔	𤊹	slot	0.9462	⿰:R:番/孛力
腳	膍	slot	0.9462	⿰:R:谷卩/𣬉
沆	沈	slot	0.9462	⿰:R:亢/冘
湊	𣵠	slot	0.9462	⿰:R:奏/豕
縫	纚	slot	0.9462	⿰:R:麗/逢
鎮	鑣	slot	0.9462	⿰:R:真/麃
浹	渙	slot	0.9462	⿰:R:夾/奐
絺	縊	slot	0.9462	⿰:R:希/益
掉	揮	slot	0.9462	⿰:R:卓/軍
鉗	銘	slot	0.9462	⿰:R:甘/名
絝	誇	slot	0.9462	⿰:L:糸/言
彼	微	slot	0.9462	⿰:R:皮/山一几攵
庫	廣	slot	0.9462	⿸:I:車/黄
利	刺	slot	0.9462	⿰:L:朿/禾
編	繩	slot	0.9462	⿰:R:黽/扁
演	潰	slot	0.9462	⿰:R:寅/貴
琦	瑜	slot	0.9462	⿰:R:奇/俞
詢	誇	slot	0.9462	⿰:R:夸/旬
擇	驛	slot	0.9462	⿰:L:扌/馬
援	擾	slot	0.9462	⿰:R:爰/憂
鯤	鯽	slot	0.9462	⿰:R:即/昆
偲	傳	slot	0.9462	⿰:R:專/思
柎	跗	slot	0.9462	⿰:L:木/𧾷
半	聿	slot	0.9462	⿻:A:肀/⺌
陂	隲	slot	0.9462	⿰:R:少馬/皮
美	羡	slot	0.9462	⿱:B:大/次
進	𮞉	slot	0.9462	⿺:I:隹/冂巳
闐	闢	slot	0.9462	⿵:I:真/辟
洽	淪	slot	0.9462	⿰:R:合/侖
狗	猪	slot	0.9462	⿰:R:句/者
砥	硯	slot	0.9462	⿰:R:氐/見
騷	驅	slot	0.9462	⿰:R:區/蚤
逕	進	slot	0.9462	⿺:I:隹/巠
值	埴	slot	0.9462	⿰:L:亻/土
額	類	slot	0.9462	⿰:L:米犬/客
櫝	韇	slot	0.9462	⿰:L:革/木
䊷	絘	slot	0.9462	⿰:R:才/次
熊	熙	slot	0.9462	⿱:T:𦣞巳/能
鄠	鄯	slot	0.9462	⿰:L:雩/善
熟	𤇍	slot	0.9462	⿱:T:朮/享丸
淵	𣵠	slot	0.9462	⿰:R:𣶒/豕
華	蓷	slot	0.9462	⿱:B:丅艹二/扌隹
棧	𣕕	slot	0.9462	⿰:R:戔/臼工
簠	簣	slot	0.9462	⿱:B:甫皿/貴
譸	鑄	slot	0.9462	⿰:L:言/金
冗	軍	slot	0.9462	⿱:B:車/几
絺	𫃟	slot	0.9462	⿰:R:未/希
染	𣙗	slot	0.9462	⿱:T:執/氵九
虎	虖	slot	0.9462	⿸:I:乎/几
